0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0001,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0001,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.9400,0.0598
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0001
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0499,0.9500
0.0000,0.0001,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.8930,0.1070
0.0000,0.0046,0.9950
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0009,0.9990
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.7237,0.2763
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.9981,0.0019
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0004
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0465,0.9530
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0731,0.9270
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0001,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0004
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.9990,0.0011
0.0000,0.0000,1.0000
0.0000,0.6080,0.3920
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0014,0.9990
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0075,0.9930
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0004,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.9990,0.0007
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.5480,0.4520
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0002,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.9990,0.0008
0.0000,0.9970,0.0034
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
1.0000,0.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0001
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0002,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
1.0000,0.0000,0.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,1.0000,0.0004
0.0000,0.0000,1.0000
0.0000,1.0000,0.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
0.0000,0.6510,0.3490
0.0000,0.0000,1.0000
0.0000,0.0002,1.0000
0.0000,0.0000,1.0000
0.0000,0.0000,1.0000
